LabTime_Secs,BF_Frame,VLC_BF_Mins,VLC_BF_Secs,volume
0.077539728188193,1,0,0,1
0.0855560101403533,2,0,0,1
0.0915732199853611,3,0,0,1
0.111583934580366,4,0,0,1
0.13159464917537,5,0,0,2
0.151605363770375,6,0,0,2
0.171616078365394,7,0,0,2
0.191626792960398,8,0,0,2
0.211637507555403,9,0,0,2
0.231648222150421,10,0,0,2
0.251658936745412,11,0,0,2
0.271669651340416,12,0,0,2
0.291680365935421,13,0,0,2
0.31169108053044,14,0,0,3
0.331701795125444,15,0,0,3
0.351712509720449,16,0,0,3
0.371723224315468,17,0,0,3
0.391733938910472,18,0,0,3
0.411744653505477,19,0,0,3
0.431755368100481,20,0,0,3
0.4517660826955,21,0,0,3
0.471776797290504,22,0,0,4
0.491787511885509,23,0,0,4
0.511798226480528,24,0,0,4
0.531808941075532,25,0,0,4
0.551819655670537,26,0,0,4
0.571830370265542,27,0,0,4
0.59184108486056,28,0,0,4
0.611851799455565,29,0,0,4
0.631862514050569,30,0,0,5
0.65187322864556,31,0,1,5
0.671883943240578,32,0,1,5
0.691894657835583,33,0,1,5
0.711905372430587,34,0,1,5
0.731916087025606,35,0,1,5
0.751926801620611,36,0,1,5
0.771937516215615,37,0,1,5
0.79194823081062,38,0,1,5
0.811958945405639,39,0,1,6
0.831969660000643,40,0,1,6
0.851980374595648,41,0,1,6
0.871991089190667,42,0,1,6
0.892001803785671,43,0,1,6
0.912012518380676,44,0,1,6
0.93202323297568,45,0,1,6
0.952033947570699,46,0,1,6
0.972044662165704,47,0,1,7
0.992055376760708,48,0,1,7
1.01206609135573,49,0,1,7
1.03207680595073,50,0,1,7
1.05208752054572,51,0,1,7
1.07209823514073,52,0,1,7
1.09210894973575,53,0,1,7
1.11211966433075,54,0,1,7
1.13213037892575,55,0,1,8
1.15214109352076,56,0,1,8
1.17215180811578,57,0,1,8
1.19216252271078,58,0,1,8
1.21217323730579,59,0,1,8
1.23218395190081,60,0,1,8
1.25219466649581,61,0,2,8
1.27220538109081,62,0,2,8
1.29221609568582,63,0,2,8
1.31222681028084,64,0,2,9
1.33223752487584,65,0,2,9
1.35224823947085,66,0,2,9
1.37225895406587,67,0,2,9
1.39226966866087,68,0,2,9
1.41228038325587,69,0,2,9
1.43229109785088,70,0,2,9
1.45230181244588,71,0,2,9
1.47231252704089,72,0,2,10
1.49232324163589,73,0,2,10
1.51233395623091,74,0,2,10
1.53234467082592,75,0,2,10
1.55235538542092,76,0,2,10
1.57236610001593,77,0,2,10
1.59237681461094,78,0,2,10
1.61238752920595,79,0,2,10
1.63239824380095,80,0,2,11
1.65240895839596,81,0,2,11
1.67241967299098,82,0,2,11
1.69243038758598,83,0,2,11
1.71244110218099,84,0,2,11
1.732451816776,85,0,2,11
1.75246253137101,86,0,2,11
1.77247324596601,87,0,2,11
1.79248396056102,88,0,2,11
1.81249467515604,89,0,2,12
1.83250538975104,90,0,2,12
1.85251610434603,91,0,3,12
1.87252681894105,92,0,3,12
1.89253753353605,93,0,3,12
1.91254824813106,94,0,3,12
1.93255896272606,95,0,3,12
1.95256967732108,96,0,3,12
1.97258039191609,97,0,3,13
1.99259110651109,98,0,3,13
2.01260182110611,99,0,3,13
2.03261253570112,100,0,3,13
2.05262325029612,101,0,3,13
2.07263396489112,102,0,3,13
2.09264467948614,103,0,3,13
2.11265539408115,104,0,3,13
2.13266610867615,105,0,3,14
2.15267682327116,106,0,3,14
2.17268753786618,107,0,3,14
2.19269825246118,108,0,3,14
2.21270896705618,109,0,3,14
2.2327196816512,110,0,3,14
2.25273039624619,111,0,3,14
2.2727411108412,112,0,3,14
2.2927518254362,113,0,3,14
2.31276254003122,114,0,3,15
2.33277325462623,115,0,3,15
2.35278396922123,116,0,3,15
2.37279468381625,117,0,3,15
2.39280539841125,118,0,3,15
2.41281611300626,119,0,3,15
2.43282682760126,120,0,3,15
2.45283754219628,121,0,4,15
2.47284825679129,122,0,4,16
2.49285897138629,123,0,4,16
2.51286968598131,124,0,4,16
2.53288040057631,125,0,4,16
2.55289111517132,126,0,4,16
2.57290182976632,127,0,4,16
2.59291254436134,128,0,4,16
2.61292325895635,129,0,4,16
2.63293397355135,130,0,4,17
2.65294468814634,131,0,4,17
2.67295540274136,132,0,4,17
2.69296611733637,133,0,4,17
2.71297683193137,134,0,4,17
2.73298754652639,135,0,4,17
2.75299826112139,136,0,4,17
2.7730089757164,137,0,4,17
2.7930196903114,138,0,4,17
2.81303040490642,139,0,4,18
2.83304111950143,140,0,4,18
2.85305183409643,141,0,4,18
2.87306254869145,142,0,4,18
2.89307326328645,143,0,4,18
2.91308397788146,144,0,4,18
2.93309469247646,145,0,4,18
2.95310540707148,146,0,4,18
2.97311612166649,147,0,4,19
2.99312683626149,148,0,4,19
3.01313755085651,149,0,4,19
3.03314826545151,150,0,4,19
3.0531589800465,151,0,5,19
3.07316969464151,152,0,5,19
3.09318040923653,153,0,5,19
3.11319112383153,154,0,5,19
3.13320183842654,155,0,5,20
3.15321255302154,156,0,5,20
3.17322326761656,157,0,5,20
3.19323398221156,158,0,5,20
3.21324469680657,159,0,5,20
3.23325541140159,160,0,5,20
3.25326612599659,161,0,5,20
3.2732768405916,162,0,5,20
3.2932875551866,163,0,5,20
3.31329826978162,164,0,5,21
3.33330898437662,165,0,5,21
3.35331969897163,166,0,5,21
3.37333041356665,167,0,5,21
3.39334112816165,168,0,5,21
3.41335184275666,169,0,5,21
3.43336255735166,170,0,5,21
3.45337327194667,171,0,5,21
3.47338398654167,172,0,5,22
3.49339470113667,173,0,5,22
3.51340541573169,174,0,5,22
3.5334161303267,175,0,5,22
3.5534268449217,176,0,5,22
3.57343755951671,177,0,5,22
3.59344827411173,178,0,5,22
3.61345898870673,179,0,5,22
3.63346970330174,180,0,5,23
3.65348041789674,181,0,6,23
3.67349113249176,182,0,6,23
3.69350184708676,183,0,6,23
3.71351256168177,184,0,6,23
3.73352327627679,185,0,6,23
3.75353399087179,186,0,6,23
3.7735447054668,187,0,6,23
3.7935554200618,188,0,6,24
3.81356613465682,189,0,6,24
3.83357684925182,190,0,6,24
3.85358756384681,191,0,6,24
3.87359827844183,192,0,6,24
3.89360899303684,193,0,6,24
3.91361970763184,194,0,6,24
3.93363042222685,195,0,6,24
3.95364113682187,196,0,6,24
3.97365185141687,197,0,6,25
3.99366256601187,198,0,6,25
4.01367328060689,199,0,6,25
4.0336839952019,200,0,6,25
4.0536947097969,201,0,6,25
4.07370542439191,202,0,6,25
4.09371613898693,203,0,6,25
4.11372685358193,204,0,6,25
4.13373756817693,205,0,6,26
4.15374828277194,206,0,6,26
4.17375899736696,207,0,6,26
4.19376971196196,208,0,6,26
4.21378042655697,209,0,6,26
4.23379114115199,210,0,6,26
4.25380185574698,211,0,7,26
4.27381257034198,212,0,7,26
4.29382328493698,213,0,7,26
4.313833999532,214,0,7,27
4.33384471412701,215,0,7,27
4.35385542872201,216,0,7,27
4.37386614331703,217,0,7,27
4.39387685791204,218,0,7,27
4.41388757250704,219,0,7,27
4.43389828710205,220,0,7,27
4.45390900169706,221,0,7,27
4.47391971629207,222,0,7,28
4.49393043088707,223,0,7,28
4.51394114548209,224,0,7,28
4.5339518600771,225,0,7,28
4.5539625746721,226,0,7,28
4.57397328926711,227,0,7,28
4.59398400386212,228,0,7,28
4.61399471845713,229,0,7,28
4.63400543305213,230,0,7,29
4.65401614764712,231,0,7,29
4.67402686224214,232,0,7,29
4.69403757683715,233,0,7,29
4.71404829143215,234,0,7,29
4.73405900602717,235,0,7,29
4.75406972062217,236,0,7,29
4.77408043521718,237,0,7,29
4.79409114981218,238,0,7,29
4.8141018644072,239,0,7,30
4.83411257900221,240,0,7,30
4.85412329359721,241,0,8,30
4.87413400819223,242,0,8,30
4.89414472278724,243,0,8,30
4.91415543738224,244,0,8,30
4.93416615197724,245,0,8,30
4.95417686657226,246,0,8,30
4.97418758116727,247,0,8,31
4.99419829576227,248,0,8,31
5.01420901035729,249,0,8,31
5.0342197249523,250,0,8,31
5.05423043954729,251,0,8,31
5.07424115414229,252,0,8,31
5.09425186873731,253,0,8,31
5.11426258333231,254,0,8,31
5.13427329792732,255,0,8,32
5.15428401252232,256,0,8,32
5.17429472711734,257,0,8,32
5.19430544171235,258,0,8,32
5.21431615630735,259,0,8,32
5.23432687090237,260,0,8,32
5.25433758549737,261,0,8,32
5.27434830009238,262,0,8,32
5.29435901468738,263,0,8,32
5.3143697292824,264,0,8,33
5.33438044387741,265,0,8,33
5.35439115847241,266,0,8,33
5.37440187306743,267,0,8,33
5.39441258766243,268,0,8,33
5.41442330225744,269,0,8,33
5.43443401685244,270,0,8,33
5.45444473144745,271,0,9,33
5.47445544604245,272,0,9,34
5.49446616063746,273,0,9,34
5.51447687523248,274,0,9,34
5.53448758982748,275,0,9,34
5.55449830442249,276,0,9,34
5.57450901901749,277,0,9,34
5.59451973361251,278,0,9,34
5.61453044820751,279,0,9,34
5.63454116280252,280,0,9,35
5.65455187739752,281,0,9,35
5.67456259199254,282,0,9,35
5.69457330658754,283,0,9,35
5.71458402118255,284,0,9,35
5.73459473577757,285,0,9,35
5.75460545037257,286,0,9,35
5.77461616496758,287,0,9,35
5.79462687956258,288,0,9,35
5.8146375941576,289,0,9,36
5.83464830875261,290,0,9,36
5.8546590233476,291,0,9,36
5.87466973794261,292,0,9,36
5.89468045253762,293,0,9,36
5.91469116713262,294,0,9,36
5.93470188172763,295,0,9,36
5.95471259632265,296,0,9,36
5.97472331091765,297,0,9,37
5.99473402551266,298,0,9,37
6.01474474010768,299,0,9,37
6.03475545470268,300,0,9,37
6.05476616929768,301,0,10,37
6.07477688389269,302,0,10,37
6.09478759848771,303,0,10,37
6.11479831308271,304,0,10,37
